"text","locale","scopes","audio_status","asset","families","sources"
"Eat ice cream.","en-US","current","ready","assets/audio/CURRICULUM/e3e41b9ed37c1b757a4c38f2.en.v1.mp3","core_en;challenge_answer_en","lib/features/listening/presentation/lesson_practice_screen.dart;lib/features/listening/presentation/lesson_challenge_screen.dart"
"Eat.","en-US","current","ready","assets/audio/CURRICULUM/c1ec9a9f8670326b09bf3bf0.en.v1.mp3","core_en;challenge_answer_en","lib/features/listening/presentation/lesson_practice_screen.dart;lib/features/listening/presentation/lesson_challenge_screen.dart"
"Egg.","en-US","current","ready","assets/audio/CURRICULUM/efa768829d7e295077a4555f.en.v1.mp3","challenge_answer_en","lib/features/listening/presentation/lesson_challenge_screen.dart"
"Eight o'clock.","en-US","current","ready","assets/audio/CURRICULUM/1ec9593e6c54c542db5a35ef.en.v1.mp3","core_en;challenge_answer_en","lib/features/listening/presentation/lesson_practice_screen.dart;lib/features/listening/presentation/lesson_challenge_screen.dart"
"Eight.","en-US","current","ready","assets/audio/CURRICULUM/3eeccf31c67f5dfdc50d0715.en.v1.mp3","core_en;challenge_answer_en","lib/features/listening/presentation/lesson_practice_screen.dart;lib/features/listening/presentation/lesson_challenge_screen.dart"
"Eighteen.","en-US","current","ready","assets/audio/CURRICULUM/e833bbe4e4d7f9935b966c59.en.v1.mp3","core_en;challenge_answer_en","lib/features/listening/presentation/lesson_practice_screen.dart;lib/features/listening/presentation/lesson_challenge_screen.dart"
"Elephant hay Monkey?","vi-VN","audio_catalog_only","ready","assets/audio/CURRICULUM/40e2d7fdedf380f15aad60f0.vi.v1.mp3","audio_not_traced","assets/data/curriculum_audio.json"
"Elephant.","en-US","current","ready","assets/audio/CURRICULUM/022e39183c3e029c929aa62b.en.v1.mp3","challenge_answer_en;core_en","lib/features/listening/presentation/lesson_challenge_screen.dart;lib/features/listening/presentation/lesson_practice_screen.dart"
"Elephants can walk.","en-US","current","ready","assets/audio/CURRICULUM/eefe446cb6b0a29e9c425852.en.v1.mp3","core_en;challenge_answer_en","lib/features/listening/presentation/lesson_practice_screen.dart;lib/features/listening/presentation/lesson_challenge_screen.dart"
"Eleven.","en-US","current","ready","assets/audio/CURRICULUM/c52d4ed69f878035d97ed731.en.v1.mp3","core_en;challenge_answer_en","lib/features/listening/presentation/lesson_practice_screen.dart;lib/features/listening/presentation/lesson_challenge_screen.dart"
"English.","en-US","current","ready","assets/audio/CURRICULUM/679f04eea72ef9eea62cdbf3.en.v1.mp3","core_en;challenge_answer_en","lib/features/listening/presentation/lesson_practice_screen.dart;lib/features/listening/presentation/lesson_challenge_screen.dart"
"Exactly.","en-US","audio_catalog_only","ready","assets/audio/MAIN/RUN-103.en.v1.mp3","audio_not_traced","assets/data/main_assistant_audio.json"
"Exactly.","vi-VN","current","ready","assets/audio/MAIN/RUN-103.en.v1.mp3","age_feedback","lib/features/listening/domain/lesson_guide_flow.dart"
"Excuse me.","en-US","current","ready","assets/audio/CURRICULUM/b1f75549d734ebb65a1650d9.en.v1.mp3","core_en;challenge_answer_en","lib/features/listening/presentation/lesson_practice_screen.dart;lib/features/listening/presentation/lesson_challenge_screen.dart"
"Exercise daily.","en-US","current","ready","assets/audio/CURRICULUM/83243e1d71afc5e4fbaa8f89.en.v1.mp3","core_en;challenge_answer_en","lib/features/listening/presentation/lesson_practice_screen.dart;lib/features/listening/presentation/lesson_challenge_screen.dart"
"Exit.","en-US","current","ready","assets/audio/CURRICULUM/ea0acc9ec64d99a8b7ac405a.en.v1.mp3","core_en;challenge_answer_en","lib/features/listening/presentation/lesson_practice_screen.dart;lib/features/listening/presentation/lesson_challenge_screen.dart"
"Expensive.","en-US","current","ready","assets/audio/CURRICULUM/3b8218fd16ba9d5aa41196cb.en.v1.mp3","core_en;challenge_answer_en","lib/features/listening/presentation/lesson_practice_screen.dart;lib/features/listening/presentation/lesson_challenge_screen.dart"
"Eyes.","en-US","current","ready","assets/audio/CURRICULUM/5367868d83824e68e70eb2ad.en.v1.mp3","core_en;challenge_answer_en","lib/features/listening/presentation/lesson_practice_screen.dart;lib/features/listening/presentation/lesson_challenge_screen.dart"
"F. Fish.","en-US","current","ready","assets/audio/CURRICULUM/fcbda5008aa82055d300b8cf.en.v1.mp3","core_en","lib/features/listening/presentation/lesson_practice_screen.dart"
"F. Flower.","en-US","current","ready","assets/audio/CURRICULUM/3cd2d4e903a296747059631b.en.v1.mp3","core_en","lib/features/listening/presentation/lesson_practice_screen.dart"
"Family.","en-US","current","ready","assets/audio/CURRICULUM/13745ca50bac2d1fe42fb274.en.v1.mp3","core_en;challenge_answer_en","lib/features/listening/presentation/lesson_practice_screen.dart;lib/features/listening/presentation/lesson_challenge_screen.dart"
"Faster.","en-US","current","ready","assets/audio/CURRICULUM/0c118b0d9171ed1884efebae.en.v1.mp3","core_en;challenge_answer_en","lib/features/listening/presentation/lesson_practice_screen.dart;lib/features/listening/presentation/lesson_challenge_screen.dart"
"Feet.","en-US","current","ready","assets/audio/CURRICULUM/c7409fa5a5d8b7d51cb7ef28.en.v1.mp3","core_en;challenge_answer_en","lib/features/listening/presentation/lesson_practice_screen.dart;lib/features/listening/presentation/lesson_challenge_screen.dart"
"Fell down.","en-US","current","ready","assets/audio/CURRICULUM/c32be2c3c251b9c14ec370e4.en.v1.mp3","core_en;challenge_answer_en","lib/features/listening/presentation/lesson_practice_screen.dart;lib/features/listening/presentation/lesson_challenge_screen.dart"
"Fifteen.","en-US","current","ready","assets/audio/CURRICULUM/66c6d1c2dc0309bdf02bbe84.en.v1.mp3","core_en;challenge_answer_en","lib/features/listening/presentation/lesson_practice_screen.dart;lib/features/listening/presentation/lesson_challenge_screen.dart"
"Finish homework earlier.","en-US","current","ready","assets/audio/CURRICULUM/ce623bdb73d691385ebb220c.en.v1.mp3","core_en;challenge_answer_en","lib/features/listening/presentation/lesson_practice_screen.dart;lib/features/listening/presentation/lesson_challenge_screen.dart"
"Fish can swim.","en-US","current","ready","assets/audio/CURRICULUM/e61262baae7946dfcd525120.en.v1.mp3","core_en;challenge_answer_en","lib/features/listening/presentation/lesson_practice_screen.dart;lib/features/listening/presentation/lesson_challenge_screen.dart"
"Fish.","en-US","current","ready","assets/audio/CURRICULUM/2c306eb8084ba87fad5371b5.en.v1.mp3","challenge_answer_en;core_en","lib/features/listening/presentation/lesson_challenge_screen.dart;lib/features/listening/presentation/lesson_practice_screen.dart"
"Five apples.","en-US","current","ready","assets/audio/CURRICULUM/c5b15cbf067b776db54c86e4.en.v1.mp3","core_en;challenge_answer_en","lib/features/listening/presentation/lesson_practice_screen.dart;lib/features/listening/presentation/lesson_challenge_screen.dart"
"Five claps hay Two claps?","vi-VN","audio_catalog_only","ready","assets/audio/CURRICULUM/620ad80e4a779f8f8d9eff59.vi.v1.mp3","audio_not_traced","assets/data/curriculum_audio.json"
"Five claps.","en-US","current","ready","assets/audio/CURRICULUM/bc96c5d225df16dd55ba7f45.en.v1.mp3","core_en;challenge_answer_en","lib/features/listening/presentation/lesson_practice_screen.dart;lib/features/listening/presentation/lesson_challenge_screen.dart"
"Five dollars.","en-US","current","ready","assets/audio/CURRICULUM/e5ef202421fd38fdde25c7fb.en.v1.mp3","core_en;challenge_answer_en","lib/features/listening/presentation/lesson_practice_screen.dart;lib/features/listening/presentation/lesson_challenge_screen.dart"
"Five.","en-US","current","ready","assets/audio/CURRICULUM/6af00849e732c7529b243765.en.v1.mp3","core_en;challenge_answer_en","lib/features/listening/presentation/lesson_practice_screen.dart;lib/features/listening/presentation/lesson_challenge_screen.dart"
"Flower.","en-US","current","ready","assets/audio/CURRICULUM/4afd473160f63cfd4d463ea0.en.v1.mp3","challenge_answer_en","lib/features/listening/presentation/lesson_challenge_screen.dart"
"Fly a kite.","en-US","current","ready","assets/audio/CURRICULUM/a436f895555074825cb8ed1a.en.v1.mp3","core_en;challenge_answer_en","lib/features/listening/presentation/lesson_practice_screen.dart;lib/features/listening/presentation/lesson_challenge_screen.dart"
"Four claps.","en-US","current","ready","assets/audio/CURRICULUM/6a1b76abc15ce97bc3263a12.en.v1.mp3","core_en;challenge_answer_en","lib/features/listening/presentation/lesson_practice_screen.dart;lib/features/listening/presentation/lesson_challenge_screen.dart"
"Four.","en-US","current","ready","assets/audio/CURRICULUM/f6edc33d86bf5b932c6d2efc.en.v1.mp3","core_en;challenge_answer_en","lib/features/listening/presentation/lesson_practice_screen.dart;lib/features/listening/presentation/lesson_challenge_screen.dart"
"Fourteen.","en-US","current","ready","assets/audio/CURRICULUM/a7c7838699dfa647f4d64024.en.v1.mp3","core_en;challenge_answer_en","lib/features/listening/presentation/lesson_practice_screen.dart;lib/features/listening/presentation/lesson_challenge_screen.dart"
"Free Saturday.","en-US","current","ready","assets/audio/CURRICULUM/0c9790a3bb4fdb4f220179b5.en.v1.mp3","core_en;challenge_answer_en","lib/features/listening/presentation/lesson_practice_screen.dart;lib/features/listening/presentation/lesson_challenge_screen.dart"
"G. Game.","en-US","current","ready","assets/audio/CURRICULUM/420e0fb1c6a11febc948817b.en.v1.mp3","core_en","lib/features/listening/presentation/lesson_practice_screen.dart"
"G. Grape.","en-US","current","ready","assets/audio/CURRICULUM/1c95c57b3f710e79e5ec1504.en.v1.mp3","core_en","lib/features/listening/presentation/lesson_practice_screen.dart"
"Game.","en-US","current","ready","assets/audio/CURRICULUM/4f6eee5879dfd89188b30ff7.en.v1.mp3","challenge_answer_en","lib/features/listening/presentation/lesson_challenge_screen.dart"
"Gặp bạn ở đó nhé: See you there hay Are you free Saturday?","vi-VN","audio_catalog_only","ready","assets/audio/CURRICULUM/a12d760122e6243b4d19335d.vi.v1.mp3","audio_not_traced","assets/data/curriculum_audio.json"
"Gặp bạn ở đó nhé.","vi-VN","current;catalog_only","ready","assets/audio/CURRICULUM/466934255a1f542fb10be7bf.vi.v1.mp3","core_vi;challenge_answer_vi","lib/features/listening/presentation/lesson_practice_screen.dart;assets/data/listening_lessons.json"
"Gặp ở đó: Meet there hay Free Saturday?","vi-VN","current","ready","assets/audio/CURRICULUM/db1a6595952b10104f480052.vi.v1.mp3","challenge_question","lib/features/listening/presentation/lesson_challenge_screen.dart"
"Gặp ở đó.","vi-VN","current;catalog_only","ready","assets/audio/CURRICULUM/f544e80ea0e825f7f1c51a98.vi.v1.mp3","core_vi;challenge_answer_vi","lib/features/listening/presentation/lesson_practice_screen.dart;assets/data/listening_lessons.json"
"Gần công viên: Next to school hay Near the park?","vi-VN","current","ready","assets/audio/CURRICULUM/6a061cdf7e3654507096bb54.vi.v1.mp3","challenge_question","lib/features/listening/presentation/lesson_challenge_screen.dart"
"Gần công viên.","vi-VN","current;catalog_only","ready","assets/audio/CURRICULUM/dec3405cc0db57019da2fb25.vi.v1.mp3","core_vi;challenge_answer_vi","lib/features/listening/presentation/lesson_practice_screen.dart;assets/data/listening_lessons.json"
"Gần được rồi! Bạn nghe lại câu này nhé.","vi-VN","catalog_only","ready","assets/audio/MAIN/AI-056.vi.v1.mp3","assistant_catalog","lib/features/voice_navigation/domain/homi_fallback_catalog.dart"
"Gần được rồi! Con nghe lại câu này nhé.","vi-VN","audio_catalog_only","ready","assets/audio/MAIN/RUN-137.vi.v1.mp3","audio_not_traced","assets/data/main_assistant_audio.json"
"Get better grades.","en-US","current","ready","assets/audio/CURRICULUM/c6ca7f914b0012793ec68475.en.v1.mp3","core_en;challenge_answer_en","lib/features/listening/presentation/lesson_practice_screen.dart;lib/features/listening/presentation/lesson_challenge_screen.dart"
"Get some sleep.","en-US","current","ready","assets/audio/CURRICULUM/12c50ed393ee0db38fa17cf0.en.v1.mp3","core_en;challenge_answer_en","lib/features/listening/presentation/lesson_practice_screen.dart;lib/features/listening/presentation/lesson_challenge_screen.dart"
"Gia đình của mình: My family hay My mom?","vi-VN","current","ready","assets/audio/CURRICULUM/cc842baf65122e293ca1cc39.vi.v1.mp3","challenge_question","lib/features/listening/presentation/lesson_challenge_screen.dart"
"Gia đình của mình.","vi-VN","current;catalog_only","ready","assets/audio/CURRICULUM/11c23fc57335d0f231c29b8a.vi.v1.mp3","core_vi;challenge_answer_vi","lib/features/listening/presentation/lesson_practice_screen.dart;assets/data/listening_lessons.json"
"Gia đình: Family hay Mom?","vi-VN","current","ready","assets/audio/CURRICULUM/3975e60caac4cd5dea669f1a.vi.v1.mp3","challenge_question","lib/features/listening/presentation/lesson_challenge_screen.dart"
"Gia đình.","vi-VN","current;catalog_only","ready","assets/audio/CURRICULUM/75f664b06a8bc17717b653a3.vi.v1.mp3","core_vi;challenge_answer_vi","lib/features/listening/presentation/lesson_practice_screen.dart;assets/data/listening_lessons.json"
"Giá tiền: The price hay My budget?","vi-VN","audio_catalog_only","ready","assets/audio/CURRICULUM/12470d9758e63433b5c2dacf.vi.v1.mp3","audio_not_traced","assets/data/curriculum_audio.json"
"Giá tiền.","vi-VN","current;catalog_only","ready","assets/audio/CURRICULUM/855ba8f249546a1fe6a13dbd.vi.v1.mp3","core_vi;challenge_answer_vi","lib/features/listening/presentation/lesson_practice_screen.dart;assets/data/listening_lessons.json"
"Giá tốt: Good price hay Too expensive?","vi-VN","current","ready","assets/audio/CURRICULUM/041cf6c3ab921c7e69168ea5.vi.v1.mp3","challenge_question","lib/features/listening/presentation/lesson_challenge_screen.dart"
"Giá tốt.","vi-VN","current;catalog_only","ready","assets/audio/CURRICULUM/ac570eec53c16ca1cd997b41.vi.v1.mp3","core_vi;challenge_answer_vi","lib/features/listening/presentation/lesson_practice_screen.dart;assets/data/listening_lessons.json"
"Giá: Money hay Price?","vi-VN","current","ready","assets/audio/CURRICULUM/0b3472aacd1db4416729155e.vi.v1.mp3","challenge_question","lib/features/listening/presentation/lesson_challenge_screen.dart"
"Giá: Price hay Cheap?","vi-VN","audio_catalog_only","ready","assets/audio/CURRICULUM/dc8433d2f900903986f74148.vi.v1.mp3","audio_not_traced","assets/data/curriculum_audio.json"
"Giá.","vi-VN","current;catalog_only","ready","assets/audio/CURRICULUM/3f346c8afd2381167625afef.vi.v1.mp3","core_vi;challenge_answer_vi","lib/features/listening/presentation/lesson_practice_screen.dart;assets/data/listening_lessons.json"
"Giải quyết vấn đề: Play sports hay Solve problems?","vi-VN","audio_catalog_only","ready","assets/audio/CURRICULUM/4a13fcbc12fafb076591996a.vi.v1.mp3","audio_not_traced","assets/data/curriculum_audio.json"
"Giải quyết vấn đề.","vi-VN","current;catalog_only","ready","assets/audio/CURRICULUM/29bb5a297f89b8476508845c.vi.v1.mp3","core_vi;challenge_answer_vi","lib/features/listening/presentation/lesson_practice_screen.dart;assets/data/listening_lessons.json"
"Giáo viên: Hand hay Teacher?","vi-VN","current","ready","assets/audio/CURRICULUM/351ed1d2500f802c2bd6f8e6.vi.v1.mp3","challenge_question","lib/features/listening/presentation/lesson_challenge_screen.dart"
"Giáo viên.","vi-VN","current;catalog_only","ready","assets/audio/CURRICULUM/84a7c62532f1d2ad53f91b2a.vi.v1.mp3","core_vi;challenge_answer_vi","lib/features/listening/presentation/lesson_practice_screen.dart;assets/data/listening_lessons.json"
"Giày đen: Black shoes hay Red bag?","vi-VN","current","ready","assets/audio/CURRICULUM/47d1acb3041904e4cebd44ae.vi.v1.mp3","challenge_question","lib/features/listening/presentation/lesson_challenge_screen.dart"
"Giày đen.","vi-VN","current;catalog_only","ready","assets/audio/CURRICULUM/708155f05355eab58ea0d0e6.vi.v1.mp3","core_vi;challenge_answer_vi","lib/features/listening/presentation/lesson_practice_screen.dart;assets/data/listening_lessons.json"
"Giày: Price hay Shoes?","vi-VN","audio_catalog_only","ready","assets/audio/CURRICULUM/fbdaccc07941e970d9925237.vi.v1.mp3","audio_not_traced","assets/data/curriculum_audio.json"
"Giày: Toy hay Shoes?","vi-VN","audio_catalog_only","ready","assets/audio/CURRICULUM/904ad6610b7681b5d1c9e29a.vi.v1.mp3","audio_not_traced","assets/data/curriculum_audio.json"
"Giày.","vi-VN","current;catalog_only","ready","assets/audio/CURRICULUM/398845f8592b204bf1aa8ffb.vi.v1.mp3","core_vi;challenge_answer_vi","lib/features/listening/presentation/lesson_practice_screen.dart;assets/data/listening_lessons.json"
"Giỏi lắm!","vi-VN","current","ready","assets/audio/MAIN/RUN-073.vi.v1.mp3","age_feedback","lib/features/listening/domain/lesson_guide_flow.dart"
"Giỏi lắm! Con đã hoàn thành bài học. Bấm nút Main rồi nói “Bài tiếp theo” để học tiếp, hoặc nói “Luyện lại” để học lại từ đầu nhé.","vi-VN","audio_catalog_only","ready","assets/audio/MAIN/RUN-157.vi.v1.mp3","audio_not_traced","assets/data/main_assistant_audio.json"
"Giỏi lắm! Con đã hoàn thành bài học. Bấm nút Main rồi nói “Luyện nghe” để chọn bài khác, hoặc nói “Luyện lại” để học lại từ đầu nhé.","vi-VN","audio_catalog_only","ready","assets/audio/MAIN/RUN-158.vi.v1.mp3","audio_not_traced","assets/data/main_assistant_audio.json"
"Giỏi lắm! Con đã học xong bài “A to I Letters” rồi. Con muốn luyện lại từ đầu hay học bài tiếp theo?","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Giỏi lắm! Con đã học xong bài “A to I Words” rồi. Con muốn luyện lại từ đầu hay học bài tiếp theo?","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Giỏi lắm! Con đã học xong bài “Animal Abilities” rồi. Con muốn luyện lại từ đầu hay học bài tiếp theo?","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Giỏi lắm! Con đã học xong bài “Animal Names” rồi. Con muốn luyện lại từ đầu hay học bài tiếp theo?","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Giỏi lắm! Con đã học xong bài “Animal Words” rồi. Con muốn luyện lại từ đầu hay học bài tiếp theo?","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Giỏi lắm! Con đã học xong bài “Ask for Help” rồi. Con muốn luyện lại từ đầu hay học bài tiếp theo?","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Giỏi lắm! Con đã học xong bài “Ask for Info” rồi. Con muốn luyện lại từ đầu hay học bài tiếp theo?","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Giỏi lắm! Con đã học xong bài “Ask the Price” rồi. Con muốn luyện lại từ đầu hay học bài tiếp theo?","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Giỏi lắm! Con đã học xong bài “Ask the Way” rồi. Con muốn luyện lại từ đầu hay học bài tiếp theo?","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Giỏi lắm! Con đã học xong bài “Best Way” rồi. Con muốn luyện lại từ đầu hay học bài tiếp theo?","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Giỏi lắm! Con đã học xong bài “Body Moves” rồi. Con muốn luyện lại từ đầu hay học bài tiếp theo?","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Giỏi lắm! Con đã học xong bài “Body Words” rồi. Con muốn luyện lại từ đầu hay học bài tiếp theo?","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Giỏi lắm! Con đã học xong bài “Buy or Save?” rồi. Con muốn luyện lại từ đầu hay học bài tiếp theo?","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Giỏi lắm! Con đã học xong bài “Choose One” rồi. Con muốn luyện lại từ đầu hay học bài tiếp theo?","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Giỏi lắm! Con đã học xong bài “Classroom Talk” rồi. Con muốn luyện lại từ đầu hay học bài tiếp theo?","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Giỏi lắm! Con đã học xong bài “Color Words” rồi. Con muốn luyện lại từ đầu hay học bài tiếp theo?","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Giỏi lắm! Con đã học xong bài “Colors on Things” rồi. Con muốn luyện lại từ đầu hay học bài tiếp theo?","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Giỏi lắm! Con đã học xong bài “Compare Two” rồi. Con muốn luyện lại từ đầu hay học bài tiếp theo?","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Giỏi lắm! Con đã học xong bài “Count With Me” rồi. Con muốn luyện lại từ đầu hay học bài tiếp theo?","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Giỏi lắm! Con đã học xong bài “Day Actions” rồi. Con muốn luyện lại từ đầu hay học bài tiếp theo?","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Giỏi lắm! Con đã học xong bài “Device Uses” rồi. Con muốn luyện lại từ đầu hay học bài tiếp theo?","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Giỏi lắm! Con đã học xong bài “Do You Like?” rồi. Con muốn luyện lại từ đầu hay học bài tiếp theo?","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Giỏi lắm! Con đã học xong bài “Family Words” rồi. Con muốn luyện lại từ đầu hay học bài tiếp theo?","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Giỏi lắm! Con đã học xong bài “Feel Better” rồi. Con muốn luyện lại từ đầu hay học bài tiếp theo?","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Giỏi lắm! Con đã học xong bài “Food Words” rồi. Con muốn luyện lại từ đầu hay học bài tiếp theo?","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Giỏi lắm! Con đã học xong bài “Food, Please” rồi. Con muốn luyện lại từ đầu hay học bài tiếp theo?","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Giỏi lắm! Con đã học xong bài “Getting There” rồi. Con muốn luyện lại từ đầu hay học bài tiếp theo?","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Giỏi lắm! Con đã học xong bài “Give a Reason” rồi. Con muốn luyện lại từ đầu hay học bài tiếp theo?","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Giỏi lắm! Con đã học xong bài “Go Green” rồi. Con muốn luyện lại từ đầu hay học bài tiếp theo?","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Giỏi lắm! Con đã học xong bài “Good At” rồi. Con muốn luyện lại từ đầu hay học bài tiếp theo?","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Giỏi lắm! Con đã học xong bài “Good Habits” rồi. Con muốn luyện lại từ đầu hay học bài tiếp theo?","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Giỏi lắm! Con đã học xong bài “Happy Day” rồi. Con muốn luyện lại từ đầu hay học bài tiếp theo?","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Giỏi lắm! Con đã học xong bài “Healthy Actions” rồi. Con muốn luyện lại từ đầu hay học bài tiếp theo?","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Giỏi lắm! Con đã học xong bài “Help a Friend” rồi. Con muốn luyện lại từ đầu hay học bài tiếp theo?","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Giỏi lắm! Con đã học xong bài “Hobby Skills” rồi. Con muốn luyện lại từ đầu hay học bài tiếp theo?","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Giỏi lắm! Con đã học xong bài “Hobby Time” rồi. Con muốn luyện lại từ đầu hay học bài tiếp theo?","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Giỏi lắm! Con đã học xong bài “How Do You Go?” rồi. Con muốn luyện lại từ đầu hay học bài tiếp theo?","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Giỏi lắm! Con đã học xong bài “How Much?” rồi. Con muốn luyện lại từ đầu hay học bài tiếp theo?","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Giỏi lắm! Con đã học xong bài “In Class” rồi. Con muốn luyện lại từ đầu hay học bài tiếp theo?","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Giỏi lắm! Con đã học xong bài “J to R Letters” rồi. Con muốn luyện lại từ đầu hay học bài tiếp theo?","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Giỏi lắm! Con đã học xong bài “J to R Words” rồi. Con muốn luyện lại từ đầu hay học bài tiếp theo?","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Giỏi lắm! Con đã học xong bài “Make a Plan” rồi. Con muốn luyện lại từ đầu hay học bài tiếp theo?","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Giỏi lắm! Con đã học xong bài “Meet My Family” rồi. Con muốn luyện lại từ đầu hay học bài tiếp theo?","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Giỏi lắm! Con đã học xong bài “Menu Words” rồi. Con muốn luyện lại từ đầu hay học bài tiếp theo?","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Giỏi lắm! Con đã học xong bài “Move With Me” rồi. Con muốn luyện lại từ đầu hay học bài tiếp theo?","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Giỏi lắm! Con đã học xong bài “My Choice” rồi. Con muốn luyện lại từ đầu hay học bài tiếp theo?","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Giỏi lắm! Con đã học xong bài “My Devices” rồi. Con muốn luyện lại từ đầu hay học bài tiếp theo?","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Giỏi lắm! Con đã học xong bài “My Feelings” rồi. Con muốn luyện lại từ đầu hay học bài tiếp theo?","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Giỏi lắm! Con đã học xong bài “My Goal” rồi. Con muốn luyện lại từ đầu hay học bài tiếp theo?","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
